item_a,item_name_a,item_b,item_name_b,co_occurrence_count,affinity_rank
102900011032732,High Melon (2),102900011034224,Xiaoqingcai (Bag),2100,3
106930274620090,Haixian Mushroom (Bag) (2),106949711300259,Needle Mushroom (Box),2078,1
102900011034224,Xiaoqingcai (Bag),102900051010455,Huangbaicai (2),2077,3
102900011009246,Fresh Black Fungus (1),102900011016701,Wuhu Green Pepper (1),2064,1
102900011022764,Changxianqie,102900011031100,Millet Pepper (Bag),2026,5
102900011032732,High Melon (2),102900011034231,Cabbage Stem (Bag),2022,4
102900005115854,Radish Leaves,102900005116714,Broccoli,1999,2
102900011032237,Green Line Pepper (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,1997,5
102900005118572,Local Shanghaiqing,102900011000328,Luosi Pepper,1995,2
102900005119098,The Agaricus Bisporus,102900005119975,Hongshujian,1988,5
102900011001806,Jigu Mushroom (Bunch),102900011016701,Wuhu Green Pepper (1),1978,1
102900011032732,High Melon (2),102900011033906,Powcan Mountain Chinese Cabbage ,1968,5
102900051004294,Green Line Pepper,106949711300068,Needle Mushroom (Bag) (3),1915,3
102900011032619,Xixia Xianggu Mushroom (2),102900051010455,Huangbaicai (2),1900,5
102900011030134,Caixin (Bag),102900011032251,Luosi Pepper (Bag),1873,5
102900011030929,Fresh Edible Fungus (Bag),106949711300259,Needle Mushroom (Box),1832,1
102900005115199,Sichuan Red Cedar,102900005115250,Xixia Black Mushroom (1),1775,5
102900011032787,Zhuyecai (Bag),102900011034026,Zhijiang Qinggengsanhua,1765,1
102900011013274,The White Mushroom (Bag),102900011030059,Yunnan Lettuce (Bag),1762,3
102900005115854,Radish Leaves,102900005116530,Xixia Mushroom (1),1761,3
106949711300259,Needle Mushroom (Box),106971533455008,Haixian Mushroom (Bag) (3),1752,1
102900005116806,Black Rapeseed,102900011016701,Wuhu Green Pepper (1),1734,1
102900011001219,The Red Bell Pepper (1),102900011016701,Wuhu Green Pepper (1),1731,1
102900011009277,Water Chestnut,102900051004294,Green Line Pepper,1722,5
102900011001561,Lotus (Ea),102900011016701,Wuhu Green Pepper (1),1713,1
102900011035771,Yellow Baicai (1),106949711300259,Needle Mushroom (Box),1712,1
102900011013274,The White Mushroom (Bag),102900051010455,Huangbaicai (2),1677,4
102900051000944,Honghu Lotus Root,102900051010455,Huangbaicai (2),1665,1
102900011030912,Haixian Mushroom (Bag),102900011031100,Millet Pepper (Bag),1659,3
102900005115625,Local Xiaomao Cabbage,102900011016701,Wuhu Green Pepper (1),1658,1
102900011034330,Agaricus Bisporus (Box),106949711300259,Red Pepper (2),1654,2
102900011032343,7 Colour Pepper (2),102900011035078,Needle Mushroom (Box),1654,1
102900011009246,Fresh Black Fungus (1),102900011009970,Qinggengsanhua,1628,2
102900011031582,Green Hot Peppers (Bag),102900011034026,Zhijiang Qinggengsanhua,1603,1
102900051000463,Round Eggplant (2),102900051010455,Huangbaicai (2),1602,1
102900011001806,Jigu Mushroom (Bunch),102900011009970,Qinggengsanhua,1597,2
102900011032244,Red Hot Peppers (Bag),106949711300259,Needle Mushroom (Box),1589,1
102900011031926,Chinese Caterpillar Fungus Flowers (Bag),102900011034026,Zhijiang Qinggengsanhua,1588,2
102900011001813,Needle Mushroom (Bag) (1),102900051004294,Green Line Pepper,1572,2
102900011032848,Ginger And Xiaomijiao Mix (Small Bag),102900011034231,Cabbage Stem (Bag),1568,3
102900011013274,The White Mushroom (Bag),102900011034026,Zhijiang Qinggengsanhua,1560,5
102900011034224,Xiaoqingcai (Bag),102900011035078,Red Pepper (2),1542,4
102900011010891,Wild Lotus Root (1),106949711300259,Needle Mushroom (Box),1530,2
102900011034224,Xiaoqingcai (Bag),102900011034330,Agaricus Bisporus (Box),1526,5
102900011030912,Haixian Mushroom (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,1525,4
102900005115977,Wandoujian,102900011016701,Wuhu Green Pepper (1),1522,1
102900011032244,Agaricus Bisporus (Box),102900011034026,Zhijiang Qinggengsanhua,1519,2
102900011034330,Red Hot Peppers (Bag),102900051010455,Huangbaicai (2),1519,3
102900011030929,Fresh Edible Fungus (Bag),102900011034026,Zhijiang Qinggengsanhua,1496,2
102900011031995,Jigu (Bag),102900011034026,Zhijiang Qinggengsanhua,1488,1
102900005118572,Local Shanghaiqing,102900011009970,Qinggengsanhua,1487,3
102900011034231,Cabbage Stem (Bag),102900011034439,Green And Red Hang Pepper Mix (Bag),1484,5
102900011030912,Haixian Mushroom (Bag),102900011034231,Cabbage Stem (Bag),1472,5
102900011035511,Net Lotus Root (3),106949711300259,Needle Mushroom (Box),1459,1
102900051000944,Honghu Lotus Root,106949711300259,Needle Mushroom (Box),1442,2
102900051004294,Green Line Pepper,106958851400125,Haixian Mushroom (Bag) (4),1435,4
102900011000571,Suizhou Bubble Green,106949711300259,Needle Mushroom (Box),1392,2
102900051010455,Huangbaicai (2),106949711300068,Needle Mushroom (Bag) (3),1391,2
102900011010891,Wild Lotus Root (1),102900011030059,Yunnan Lettuce (Bag),1362,3
102900011033234,Hongshujian (Bag),102900011034026,Zhijiang Qinggengsanhua,1358,1
102900005115854,Radish Leaves,102900005116899,Net Lotus Root (1),1350,4
102900011031582,Green Hot Peppers (Bag),106949711300259,Needle Mushroom (Box),1332,2
102900011001813,Needle Mushroom (Bag) (1),102900011034026,Huangbaicai (2),1331,3
102900011032343,7 Colour Pepper (2),102900051010455,Zhijiang Qinggengsanhua,1331,2
102900011006948,Foreign Garland Chrysanthemum ,102900051010455,Huangbaicai (2),1326,2
102900005123880,Bell Pepper (1),102900011016701,Wuhu Green Pepper (1),1318,1
102900011031926,Chinese Caterpillar Fungus Flowers (Bag),102900011032251,Luosi Pepper (Bag),1309,3
102900011033975,Green Eggplant (2),102900011034026,Zhijiang Qinggengsanhua,1306,1
102900011033982,Eggplant (1),102900011034026,Zhijiang Qinggengsanhua,1305,1
106949711300259,Needle Mushroom (Box),106971533450003,Haixian Mushroom (Bunch),1282,2
102900011032848,Ginger And Xiaomijiao Mix (Small Bag),102900011033906,Powcan Mountain Chinese Cabbage ,1269,4
102900005118572,Local Shanghaiqing,102900005119975,Hongshujian,1267,4
102900005117209,7 Colour Pepper (1),102900011000328,Luosi Pepper,1237,2
102900011035788,Xixia Xianggu Mushroom (Bag),106949711300259,Needle Mushroom (Box),1236,1
102900011000571,Suizhou Bubble Green,102900011009970,Qinggengsanhua,1232,3
102900005115625,Local Xiaomao Cabbage,106949711300259,Needle Mushroom (Box),1224,2
102900005117209,7 Colour Pepper (1),102900005125808,Millet Pepper,1221,3
102900051010455,Huangbaicai (2),106958851400125,Haixian Mushroom (Bag) (4),1216,3
102900011001813,Needle Mushroom (Bag) (1),102900011008164,Naibaicai,1212,4
102900005116806,Black Rapeseed,106949711300259,Needle Mushroom (Box),1207,2
102900005115977,Wandoujian,102900005116714,Broccoli,1205,2
102900011032367,Red Bell Pepper (2),106949711300259,Needle Mushroom (Box),1195,1
102900011012994,Apricot Bao Mushroom (Bag),102900051004294,Green Line Pepper,1193,2
106949711300068,Needle Mushroom (Bag) (3),106958851400125,Haixian Mushroom (Bag) (4),1192,1
102900011032213,Red Hang Pepper (Bag),102900011034026,Zhijiang Qinggengsanhua,1183,1
102900011032367,Red Bell Pepper (2),102900011034026,Zhijiang Qinggengsanhua,1169,2
102900051004294,Green Line Pepper,106949711300167,Needle Mushroom (Bag) (2),1168,5
102900051000463,Round Eggplant (2),102900051004294,Green Line Pepper,1159,2
102900011001219,Zhuyecai (Bag),102900011009970,Qinggengsanhua,1149,2
102900011032848,Ginger And Xiaomijiao Mix (Small Bag),102900011033906,Apricot Bao Mushroom (2),1149,2
102900011032787,The Red Bell Pepper (1),102900011033944,Powcan Mountain Chinese Cabbage ,1149,5
102900011010891,Wild Lotus Root (1),102900011034026,Zhijiang Qinggengsanhua,1139,4
102900005116639,Machixian,102900011016701,Wuhu Green Pepper (1),1137,1
102900005115854,Radish Leaves,102900005116257,Eggplant (2),1134,5
102900005118572,Local Shanghaiqing,102900005125808,Millet Pepper,1133,5
102900011006948,Foreign Garland Chrysanthemum ,102900011008164,Naibaicai,1112,3
102900011032787,Zhuyecai (Bag),102900011034224,Xiaoqingcai (Bag),1100,3
102900011030929,Fresh Edible Fungus (Bag),102900011032251,Luosi Pepper (Bag),1098,3
102900011010891,Wild Lotus Root (1),102900011031100,Millet Pepper (Bag),1098,5
102900011030905,Yuxingcao (Bag),102900011034224,Xiaoqingcai (Bag),1078,2
102900011033937,Needle Mushroom (2),106949711300259,Needle Mushroom (Box),1078,1
102900011001806,Jigu (Bag),102900051010455,Huangbaicai (2),1062,3
102900011031995,Jigu Mushroom (Bunch),106949711300259,Needle Mushroom (Box),1062,2
102900005117209,7 Colour Pepper (1),102900011009970,Qinggengsanhua,1051,4
102900011032213,Red Hang Pepper (Bag),102900011034231,Cabbage Stem (Bag),1046,3
102900011033937,Needle Mushroom (2),106949711300259,Needle Mushroom (Box),1046,2
102900011031926,Chinese Caterpillar Fungus Flowers (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,1022,4
102900011011546,Haixian Mushroom (Bag) (1),102900051004294,Green Line Pepper,1021,1
102900011033937,Needle Mushroom (2),102900051010455,Huangbaicai (2),1015,4
102900005115977,Wandoujian,102900005116899,Net Lotus Root (1),1007,3
102900011035764,Longyacai,106949711300259,Needle Mushroom (Box),1006,1
102900011001813,Needle Mushroom (Bag) (1),102900011008522,Sweet Chinese Cabbage,996,5
102900051010455,Huangbaicai (2),106949711300167,Needle Mushroom (Bag) (2),991,4
102900011032244,Red Hot Peppers (Bag),102900011032251,Luosi Pepper (Bag),981,3
102900011030905,Yuxingcao (Bag),102900011034026,Zhijiang Qinggengsanhua,980,2
102900011033937,Needle Mushroom (2),106949711300259,Needle Mushroom (Box),947,5
102900011011546,Haixian Mushroom (Bag) (1),102900051010455,Huangbaicai (2),947,2
102900011032244,Red Hot Peppers (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,946,4
102900011035078,Red Pepper (2),102900051010455,Huangbaicai (2),927,2
102900005115625,Local Xiaomao Cabbage,102900005116530,Xixia Mushroom (1),922,3
102900011032787,Zhuyecai (Bag),102900051010455,Needle Mushroom (Box),919,4
102900011032787,Zhuyecai (Bag),106949711300259,Huangbaicai (2),919,5
102900011006948,Hongshujian (Bag),102900011033906,Qinggengsanhua,914,4
102900011033234,Foreign Garland Chrysanthemum ,102900011009970,Powcan Mountain Chinese Cabbage ,914,2
102900005115625,Local Xiaomao Cabbage,102900005116714,Broccoli,913,4
102900011018095,Chinese Caterpillar Fungus Flowers (Bag),102900051004294,Green Line Pepper,904,1
102900011007969,Red Lotus Root Zone,102900011016701,Wuhu Green Pepper (1),885,1
102900011032343,7 Colour Pepper (2),102900011034231,Cabbage Stem (Bag),884,3
102900011031582,Green Hot Peppers (Bag),102900011034231,Cabbage Stem (Bag),877,3
102900011001691,Water Chestnut (Lingjiao),102900011016701,Wuhu Green Pepper (1),874,1
102900011027479,Xiaozhoupi,106949711300259,Needle Mushroom (Box),873,1
102900011031926,Chinese Caterpillar Fungus Flowers (Bag),102900011034231,Cabbage Stem (Bag),872,5
102900011033234,Hongshujian (Bag),102900011034224,Xiaoqingcai (Bag),868,3
102900005119968,Green Hangzhou Pepper (2),102900051004294,Green Line Pepper,866,4
102900011001806,Jigu Mushroom (Bunch),102900005125808,Millet Pepper,866,2
102900011007464,Perilla,102900005116899,Net Lotus Root (1),865,1
102900005115625,Local Xiaomao Cabbage,102900011016701,Wuhu Green Pepper (1),865,5
102900011007044,Tremella (Flower),102900011016701,Wuhu Green Pepper (1),864,1
102900005123880,Bell Pepper (1),102900005125808,Millet Pepper,858,2
102900011006948,Foreign Garland Chrysanthemum ,102900051004294,Green Line Pepper,856,5
102900005123880,Bell Pepper (1),102900011000328,Luosi Pepper,850,3
102900011001219,The Red Bell Pepper (1),102900051010455,Huangbaicai (2),848,3
102900005117209,7 Colour Pepper (1),106949711300259,Needle Mushroom (Box),845,5
102900011030929,Fresh Edible Fungus (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,836,4
102900011000571,Suizhou Bubble Green,102900011034026,Zhijiang Qinggengsanhua,833,4
102900005115977,Wandoujian,102900005116530,Xixia Mushroom (1),832,4
102900005123880,Bell Pepper (1),102900011009970,Qinggengsanhua,830,4
102900005119968,Green Hangzhou Pepper (2),102900051010455,Huangbaicai (2),825,3
102900011034330,Agaricus Bisporus (Box),102900051000944,Honghu Lotus Root,820,4
102900011002414,Panax Notoginseng,102900011016701,Wuhu Green Pepper (1),819,1
102900011033982,Eggplant (1),102900011034224,Xiaoqingcai (Bag),807,2
102900011031995,Jigu (Bag),102900011034224,Xiaoqingcai (Bag),796,3
102900011000861,Red Line Pepper,102900011016701,Wuhu Green Pepper (1),784,1
102900011012994,Apricot Bao Mushroom (Bag),102900051010455,Huangbaicai (2),767,3
102900011031995,Jigu (Bag),102900011034231,Cabbage Stem (Bag),761,4
102900011012994,Apricot Bao Mushroom (Bag),102900011021842,Honghu Lotus Root Powder (Fenou),755,4
102900011032244,Red Hot Peppers (Bag),102900011034231,Cabbage Stem (Bag),753,5
102900005115977,Wandoujian,102900005117056,Paopaojiao (Jingpin),752,5
102900011009246,Fresh Black Fungus (1),102900051004294,Green Line Pepper,751,3
102900011030929,Fresh Edible Fungus (Bag),102900011032251,Luosi Pepper (Bag),750,5
102900011001219,The Red Bell Pepper (1),102900051004294,Green Line Pepper,746,4
102900011031582,Green Hot Peppers (Bag),102900011034224,Xiaoqingcai (Bag),737,4
102900011000571,Suizhou Bubble Green,102900011021842,Honghu Lotus Root Powder (Fenou),729,5
102900011030905,Yuxingcao (Bag),102900011031100,Millet Pepper (Bag),721,3
102900005119968,Green Hangzhou Pepper (2),102900005119975,Hongshujian,715,4
102900011031582,Green Hot Peppers (Bag),102900011032251,Luosi Pepper (Bag),714,5
102900005119968,Green Hangzhou Pepper (2),102900011000328,Luosi Pepper,712,5
102900011035740,Crab Flavor Mushroom And White Mushroom Mix (Box),106949711300259,Needle Mushroom (Box),701,1
102900011033982,Eggplant (1),102900011034231,Cabbage Stem (Bag),697,3
102900011033234,Hongshujian (Bag),106949711300259,Needle Mushroom (Box),684,4
102900011018095,Chinese Caterpillar Fungus Flowers (Bag),102900011021842,Honghu Lotus Root Powder (Fenou),679,2
102900005116806,Black Rapeseed,102900005116899,Net Lotus Root (1),677,3
102900011031995,Jigu (Bag),102900011032251,Luosi Pepper (Bag),676,5
102900011033975,Green Eggplant (2),102900011034224,Xiaoqingcai (Bag),671,2
102900051010455,Huangbaicai (2),106971533455008,Haixian Mushroom (Bag) (3),668,5
102900011009246,Fresh Black Fungus (1),102900051010455,Huangbaicai (2),666,4
102900011033234,Hongshujian (Bag),102900051010455,Huangbaicai (2),660,5
102900011032367,Red Bell Pepper (2),102900011033906,Powcan Mountain Chinese Cabbage ,659,3
102900005116806,Honghu Lotus Root,102900011034026,Zhijiang Qinggengsanhua,657,4
102900051000944,Black Rapeseed,102900051004294,Green Line Pepper,657,3
102900011034330,Agaricus Bisporus (Box),106930274620090,Haixian Mushroom (Bag) (2),644,5
102900011001561,Lotus (Ea),102900011034026,Zhijiang Qinggengsanhua,641,2
102900005123880,Bell Pepper (1),102900051010455,Huangbaicai (2),632,5
102900011032213,Red Hang Pepper (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,630,3
102900011001806,Jigu Mushroom (Bunch),102900011008164,Naibaicai,623,5
102900011000175,Kuaicai,102900011030059,Yunnan Lettuce (Bag),622,3
102900011001561,Lotus (Ea),102900011009970,Qinggengsanhua,622,1
102900011034439,Green And Red Hang Pepper Mix (Bag),102900011035078,Red Pepper (2),608,2
102900011032343,7 Colour Pepper (2),102900011034330,Agaricus Bisporus (Box),602,4
102900005116806,Black Rapeseed,102900005118831,Wawacai,599,5
102900011027479,Xiaozhoupi,102900051010455,Huangbaicai (2),592,2
102900011033982,Eggplant (1),106949711300259,Needle Mushroom (Box),589,4
102900011018095,Chinese Caterpillar Fungus Flowers (Bag),106949711300068,Needle Mushroom (Bag) (3),588,3
102900011033982,Eggplant (1),102900011034231,Huangbaicai (2),581,5
102900011033975,Green Eggplant (2),102900051010455,Cabbage Stem (Bag),581,3
102900011034439,Green And Red Hang Pepper Mix (Bag),102900051010455,Huangbaicai (2),580,3
102900011030905,Yuxingcao (Bag),102900011032251,Luosi Pepper (Bag),577,4
102900011032213,Red Hang Pepper (Bag),102900011032251,Luosi Pepper (Bag),574,4
102900011001219,The Red Bell Pepper (1),102900011008522,Sweet Chinese Cabbage,572,5
106949711300167,Needle Mushroom (Bag) (2),106958851400125,Haixian Mushroom (Bag) (4),571,1
102900011001561,Lotus (Ea),102900051010455,Huangbaicai (2),567,4
102900011032343,7 Colour Pepper (2),102900011033944,Apricot Bao Mushroom (2),564,5
102900011032213,Red Hang Pepper (Bag),102900011034224,Xiaoqingcai (Bag),563,5
102900011033975,Green Eggplant (2),106949711300259,Needle Mushroom (Box),554,4
102900011032367,Red Bell Pepper (2),102900011034231,Cabbage Stem (Bag),544,4
102900011034200,Amaranth (Bag),106949711300259,Needle Mushroom (Box),536,1
102900005116639,Machixian,102900005116714,Broccoli,532,2
102900011032206,Green Hang Pepper (Bag),102900011034026,Zhijiang Qinggengsanhua,525,1
102900011030905,Yuxingcao (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,521,5
102900011033975,Green Eggplant (2),102900011033982,Eggplant (1),510,5
102900011007044,Tremella (Flower),106949711300259,Needle Mushroom (Box),508,2
102900011012994,Apricot Bao Mushroom (Bag),106949711300259,Needle Mushroom (Box),504,5
102900011032350,Bell Pepper (2),106949711300259,Needle Mushroom (Box),503,1
102900011034200,Amaranth (Bag),102900011034231,Cabbage Stem (Bag),499,2
102900011032367,Red Bell Pepper (2),102900011034224,Xiaoqingcai (Bag),494,5
102900011022030,Pepper Mix,102900051004294,Green Line Pepper,483,1
102900011000175,Kuaicai,102900011000328,Luosi Pepper,470,2
102900011034200,Amaranth (Bag),102900011034224,Xiaoqingcai (Bag),464,3
102900011027479,Xiaozhoupi,102900011033906,Powcan Mountain Chinese Cabbage ,456,3
102900011000175,Kuaicai,102900011034224,Xiaoqingcai (Bag),453,1
102900011034217,Chinese Cabbage (Bag),102900051010455,Huangbaicai (2),453,3
102900011027479,Xiaozhoupi,102900011030097,Yunnan Leaf Lettuce (Bag),443,5
102900011001561,Lotus (Ea),102900011031100,Millet Pepper (Bag),443,4
102900011029176,Lameizi,106949711300167,Needle Mushroom (Bag) (2),442,1
102900011027479,Xiaozhoupi,102900051004294,Green Line Pepper,438,5
102900011035078,Red Pepper (2),106971533450003,Haixian Mushroom (Bunch),432,3
102900011035078,Red Pepper (2),106971533455008,Haixian Mushroom (Bag) (3),418,4
102900051000463,Round Eggplant (2),106949711300259,Needle Mushroom (Box),407,3
102900011007969,Red Lotus Root Zone,102900011030059,Yunnan Lettuce (Bag),405,2
102900011032350,Bell Pepper (2),102900011033906,Powcan Mountain Chinese Cabbage ,403,2
102900011022030,Pepper Mix,102900051010455,Huangbaicai (2),399,2
102900011008485,Mustard,102900011016701,Wuhu Green Pepper (1),397,1
106930274220092,The Crab Flavor Mushroom (Bag),106949711300068,Needle Mushroom (Bag) (3),396,1
102900011030103,Garden Chrysanthemum (Bag),102900011031100,Millet Pepper (Bag),392,1
102900011007044,Tremella (Flower),102900011034026,Zhijiang Qinggengsanhua,387,3
102900011007969,Red Lotus Root Zone,106949711300259,Needle Mushroom (Box),381,3
102900011007044,Tremella (Flower),102900011030059,Yunnan Lettuce (Bag),379,4
102900011034217,Chinese Caterpillar Fungus Flowers (Bag),102900011034231,Cabbage Stem (Bag),378,2
102900011018095,Chinese Cabbage (Bag),102900051010455,Huangbaicai (2),378,4
102900011011546,Haixian Mushroom (Bag) (1),102900011013274,The White Mushroom (Bag),374,3
102900011001691,Water Chestnut (Lingjiao),102900011030059,Yunnan Lettuce (Bag),359,2
102900011018095,Chinese Caterpillar Fungus Flowers (Bag),106958851400125,Haixian Mushroom (Bag) (4),353,5
102900011034217,Chinese Cabbage (Bag),102900051010455,Huangbaicai (2),352,3
102900011009246,Fresh Black Fungus (1),106949711300068,Needle Mushroom (Bag) (3),350,5
102900011012482,Tea Tree Mushroom (Bag),102900011016701,Wuhu Green Pepper (1),348,1
102900051000944,Honghu Lotus Root,106930274620090,Haixian Mushroom (Bunch),347,4
106949711300167,Needle Mushroom (Bag) (2),106971533450003,Haixian Mushroom (Bunch),347,2
102900011035078,Red Pepper (2),106971533450003,Haixian Mushroom (Bag) (2),347,5
102900011022030,Pepper Mix,106949711300068,Needle Mushroom (Bag) (3),336,3
102900011034200,Amaranth (Bag),102900051010455,Huangbaicai (2),334,4
102900011032206,Green Hang Pepper (Bag),102900051010455,Huangbaicai (2),331,2
102900011007044,Tremella (Flower),102900011031100,Millet Pepper (Bag),330,5
102900005116639,Machixian,102900011000328,Luosi Pepper,326,3
102900011032206,The Crab Flavor Mushroom (1),102900011016701,Powcan Mountain Chinese Cabbage ,321,3
102900005119104,Green Hang Pepper (Bag),102900011033906,Wuhu Green Pepper (1),321,1
102900011035511,Net Lotus Root (3),102900051010455,Huangbaicai (2),316,2
102900011032350,Bell Pepper (2),102900011034026,Zhijiang Qinggengsanhua,310,3
102900011009444,Dalong Eggplant,102900011012994,Apricot Bao Mushroom (Bag),303,5
102900011034217,Chinese Cabbage (Bag),106949711300259,Needle Mushroom (Box),298,4
102900011000175,Kuaicai,102900011009444,Dalong Eggplant,289,4
102900011011546,Haixian Mushroom (Bag) (1),102900011018095,Chinese Caterpillar Fungus Flowers (Bag),283,4
102900011022030,Red Lotus Root Zone,102900011008164,Haixian Mushroom (Bag) (4),279,4
102900011007969,Pepper Mix,106958851400125,Naibaicai,279,4
102900011000861,Red Line Pepper,102900051010455,Huangbaicai (2),276,2
102900011032206,Green Hang Pepper (Bag),102900011034224,Xiaoqingcai (Bag),271,4
102900011032206,Green Hang Pepper (Bag),102900011033920,Huangxincai (2),269,5
102900011002414,Red Lotus Root Zone,102900011023464,Sweet Chinese Cabbage,261,5
102900011000175,Panax Notoginseng,102900011008522,Xiaoqingcai (1),261,5
102900011007969,Kuaicai,102900011009970,Qinggengsanhua,261,2
102900011030103,Garden Chrysanthemum (Bag),102900011030110,Spinach (Bag),260,2
102900011011546,Haixian Mushroom (Bag) (1),102900011012994,Apricot Bao Mushroom (Bag),259,5
102900011001691,Water Chestnut (Lingjiao),102900011030097,Yunnan Leaf Lettuce (Bag),258,3
106930274220092,Fruit Chili,106949711300259,Needle Mushroom (Box),257,1
102900011029305,The Crab Flavor Mushroom (Bag),106958851400125,Haixian Mushroom (Bag) (4),257,2
102900011012482,Tea Tree Mushroom (Bag),106949711300259,Needle Mushroom (Box),254,2
102900011007471,Mint,102900011016701,Wuhu Green Pepper (1),252,1
102900051009336,Chinese Caterpillar Fungus Flowers,102900051010455,Huangbaicai (2),247,1
102900011001691,Water Chestnut (Lingjiao),102900011034026,Zhijiang Qinggengsanhua,243,4
102900011001691,Water Chestnut (Lingjiao),106949711300259,Needle Mushroom (Box),240,5
102900011008515,Miantiaocai,102900011016701,Wuhu Green Pepper (1),231,1
102900011030103,Garden Chrysanthemum (Bag),102900051004294,Green Line Pepper,230,3
102900011030103,Garden Chrysanthemum (Bag),106949711300167,Needle Mushroom (Bag) (2),227,4
102900011007464,Perilla,106949711300259,Needle Mushroom (Box),222,2
102900011000861,Red Line Pepper,102900011008164,Naibaicai,215,3
102900011030042,Zhijiang Red Bolt (Bag),102900011031100,Millet Pepper (Bag),213,1
102900011029176,Lameizi,106949711300068,Green Line Pepper,211,4
102900051000463,Round Eggplant (2),102900051004294,Needle Mushroom (Bag) (3),211,2
102900011000861,Red Line Pepper,102900011009970,Qinggengsanhua,208,4
102900011030158,Xiaoqingcai (2),102900011031100,Millet Pepper (Bag),204,1
102900011030042,Zhijiang Red Bolt (Bag),106949711300259,Needle Mushroom (Box),201,2
102900005116639,Machixian,102900005116899,Net Lotus Root (1),200,4
102900005116639,Machixian,102900011009970,Qinggengsanhua,199,5
102900011029176,Lameizi,102900051010455,Huangbaicai (2),198,3
102900011030103,Garden Chrysanthemum (Bag),106949711300259,Needle Mushroom (Box),180,5
102900011000861,Red Line Pepper,102900051004294,Green Line Pepper,179,5
106949711300167,Needle Mushroom (Bag) (2),106971533455008,Haixian Mushroom (Bag) (3),176,3
102900011007464,Perilla,102900011009970,Qinggengsanhua,174,3
102900011012482,Tea Tree Mushroom (Bag),102900011034026,Zhijiang Qinggengsanhua,168,3
102900011008133,Round Eggplant (2),106958851400125,Wuhu Green Pepper (1),167,1
102900051000463,Siguajian,102900011016701,Haixian Mushroom (Bag) (4),167,5
102900011029305,Fruit Chili,102900011034026,Zhijiang Qinggengsanhua,163,2
102900011007464,Perilla,102900011030059,Yunnan Lettuce (Bag),161,4
102900011007464,Perilla,102900011033906,Powcan Mountain Chinese Cabbage ,159,5
102900011029305,Fruit Chili,106971533455008,Haixian Mushroom (Bag) (3),158,3
102900011034439,Green And Red Hang Pepper Mix (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,158,4
102900011023976,Net Lotus Root (2),102900011033906,Powcan Mountain Chinese Cabbage ,157,1
102900011032350,Tea Tree Mushroom (Bag),102900011033906,Powcan Mountain Chinese Cabbage ,156,4
102900011012482,Bell Pepper (2),102900011033944,Apricot Bao Mushroom (2),156,4
102900011030158,Xiaoqingcai (2),102900011030059,Needle Mushroom (Box),154,2
102900011023976,Net Lotus Root (2),106949711300259,Yunnan Lettuce (Bag),154,2
102900011030042,Zhijiang Red Bolt (Bag),102900051004294,Green Line Pepper,152,3
102900011030042,Zhijiang Red Bolt (Bag),102900011030110,Spinach (Bag),148,4
102900011012482,Tea Tree Mushroom (Bag),106949711300259,Luosi Pepper (Bag),146,5
102900011030158,Xiaoqingcai (2),102900051004294,Green Line Pepper,146,3
102900011023976,Net Lotus Root (2),102900011032251,Needle Mushroom (Box),146,3
102900005117353,The White Mushroom (1),102900011016701,Wuhu Green Pepper (1),145,1
102900011032350,Bell Pepper (2),102900011034224,Xiaoqingcai (Bag),144,5
102900011006955,Ice Grass,102900011016701,Wuhu Green Pepper (1),143,1
102900011022030,Needle Mushroom (Box),102900011022764,Changxianqie,142,5
106949711300259,Pepper Mix,106957634300010,The White Mushroom (Box),142,3
102900011034200,Amaranth (Bag),102900011034439,Green And Red Hang Pepper Mix (Bag),136,5
102900011008485,Mustard,102900051000944,Honghu Lotus Root,135,4
102900011029305,Fruit Chili,102900011031100,Millet Pepper (Bag),135,5
102900011034439,Green And Red Hang Pepper Mix (Bag),102900051010455,Huangbaicai (2),135,2
102900011016909,Hua Eggplant,102900051010455,Huangbaicai (2),134,1
102900011002414,Panax Notoginseng,102900051010455,Huangbaicai (2),132,3
102900051000944,Honghu Lotus Root,106971533455008,Haixian Mushroom (Bag) (3),131,5
102900011035511,Net Lotus Root (3),106930274620090,Haixian Mushroom (Bag) (2),129,3
102900005115816,Nanguajian,102900005116714,Broccoli,126,1
102900011002414,Panax Notoginseng,102900011008164,Naibaicai,124,4
102900011016909,Hua Eggplant,102900011034026,Green Line Pepper,123,2
102900011023976,Net Lotus Root (2),102900051004294,Zhijiang Qinggengsanhua,123,4
102900011007495,The Dandelion,102900011031100,Haixian Mushroom (Bag) (4),120,4
102900011023976,Lameizi,106958851400125,Wuhu Green Pepper (1),120,5
102900011029176,Net Lotus Root (2),102900011016701,Millet Pepper (Bag),120,1
102900011011669,Xiuzhen Mushroom,102900011030097,Wuhu Green Pepper (1),119,5
102900011030042,Zhijiang Red Bolt (Bag),102900011016701,Yunnan Leaf Lettuce (Bag),119,1
