transaction_date,item_code,item_name,category_name,sold_kg,returned_kg,return_rate_pct,avg_return_price
2022-11-24,102900005122654,Honghu Lotus Root Powder (Fenou),Aquatic Tuberous Vegetables,4.919,,0.0,5.0
2022-11-24,102900011032251,Tremella (Flower),Flower/Leaf Vegetables,23.000,,0.0,
2022-11-24,102900011021842,Powcan Mountain Chinese Cabbage ,Edible Mushroom,22.000,,0.0,
2022-11-24,102900011031100,Caixin (Bag),Aquatic Tuberous Vegetables,38.000,,0.0,
2022-11-24,102900011032244,Luosi Pepper (Bag),Flower/Leaf Vegetables,5.465,,0.0,
2022-11-23,102900011035764,Xixia Mushroom (1),Edible Mushroom,0.172,,0.0,
2022-11-23,102900011032732,Apricot Bao Mushroom (2),Solanum,2.006,,0.0,
2022-11-25,106949711300259,Red Pepper (2),Solanum,0.766,,0.0,
2022-11-25,102900011033906,Honghu Lotus Root Powder (Fenou),Flower/Leaf Vegetables,30.000,,0.0,
2022-11-24,102900005118817,Caixin (Bag),Aquatic Tuberous Vegetables,6.000,,-5.31,
2022-11-24,102900005116547,Powcan Mountain Chinese Cabbage ,Capsicum,13.000,,0.0,
2022-11-25,102900011033920,Xixia Mushroom (1),Cabbage,5.955,,0.0,
2022-11-25,102900011032732,Luosi Pepper (Bag),Flower/Leaf Vegetables,6.000,,0.0,
2022-11-25,102900011032848,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,3.000,,0.0,
2022-11-25,102900011008164,Powcan Mountain Chinese Cabbage ,Edible Mushroom,24.628,,0.0,
2022-11-26,102900005118817,Xixia Mushroom (1),Edible Mushroom,3.000,,0.0,
2022-11-26,102900011033944,Xixia Mushroom (1),Capsicum,20.482,,0.0,
2022-11-26,102900011030141,Zhijiang Qinggengsanhua,Edible Mushroom,21.736,,0.0,
2022-11-26,102900011030134,Wawacai,Capsicum,47.000,,0.0,
2022-11-28,102900005116714,Wawacai,Solanum,17.104,,0.0,
2022-11-29,102900011030097,Caixin (Bag),Capsicum,3.697,,0.0,33.6
2022-11-29,102900011031100,Eggplant (2),Edible Mushroom,23.497,,0.0,
2022-12-04,102900005116257,Huangxincai (2),Flower/Leaf Vegetables,40.000,,0.0,
2022-12-04,102900011032251,Cabbage Stem (Bag),Edible Mushroom,34.475,,0.0,
2022-12-05,102900005118831,Zhijiang Qinggengsanhua,Flower/Leaf Vegetables,18.205,,0.0,
2022-12-05,102900005116899,Cabbage Stem (Bag),Flower/Leaf Vegetables,6.149,,0.0,
2022-12-04,102900011031100,Millet Pepper (Bag),Flower/Leaf Vegetables,16.769,,0.0,
2022-12-05,102900011032848,Broccoli,Capsicum,6.522,,0.0,
2022-12-06,102900005116899,Luosi Pepper (Bag),Edible Mushroom,23.000,,0.0,
2022-12-06,102900011013274,Needle Mushroom (Box),Flower/Leaf Vegetables,1.232,,0.0,
2022-12-08,102900011031100,Zhijiang Red Bolt,Aquatic Tuberous Vegetables,2.000,,0.0,
2022-12-08,102900011032022,Xiaozhoupi (Bag),Edible Mushroom,26.000,,0.0,
2022-12-07,102900011007464,Shanghai Green (Bag),Edible Mushroom,7.651,,0.0,
2022-12-07,102900011030134,Caixin (Bag),Edible Mushroom,4.445,,0.0,
2022-12-09,102900011016701,Millet Pepper (Bag),Capsicum,37.000,,0.0,
2022-12-09,102900005118831,Green Line Pepper (Bag),Edible Mushroom,3.951,,0.0,
2022-12-09,102900011030097,Red Hot Peppers (Bag),Flower/Leaf Vegetables,2.016,,0.0,
2022-12-09,102900011021842,Yunnan Lettuce (Bag),Flower/Leaf Vegetables,10.000,,0.0,
2022-12-10,102900011030912,Perilla,Edible Mushroom,5.637,,0.0,
2022-12-10,102900005118831,Red Hot Peppers (Bag),Flower/Leaf Vegetables,2.771,,0.0,
2022-12-10,102900011030134,Needle Mushroom (Box),Cabbage,27.000,,0.0,
2022-12-11,102900011021842,Xiaozhoupi (Bag),Edible Mushroom,3.000,,0.0,
2022-12-11,102900005116714,Tea Tree Mushroom (Bag),Flower/Leaf Vegetables,3.497,,0.0,
2022-12-11,102900011032244,Xixia Mushroom (1),Flower/Leaf Vegetables,5.287,,0.0,
2022-12-11,102900005116530,Zhijiang Qinggengsanhua,Flower/Leaf Vegetables,0.269,,0.0,
2022-12-11,102900011032848,Honghu Lotus Root Powder (Fenou),Cabbage,0.186,,0.0,3.0
2022-12-11,102900011030929,Xiaoqingcai (1),Aquatic Tuberous Vegetables,10.301,,0.0,
2022-12-10,102900011033920,Fresh Edible Fungus (Bag),Flower/Leaf Vegetables,10.280,,0.0,
2022-12-10,102900011032848,Yunnan Lettuce (Bag),Capsicum,36.173,,0.0,
2022-12-12,102900005122654,Zhijiang Red Bolt,Aquatic Tuberous Vegetables,13.863,,0.0,
2022-12-12,102900011030905,Yellow Baicai (1),Flower/Leaf Vegetables,4.000,,0.0,
2022-12-12,102900005116806,Wawacai,Capsicum,17.000,,0.0,
2022-12-13,102900011033944,Wild Lotus Root (1),Flower/Leaf Vegetables,0.395,,0.0,3.0
2022-12-13,102900011033906,Net Lotus Root (3),Flower/Leaf Vegetables,0.552,,0.0,
2022-12-13,102900011034224,Chinese Caterpillar Fungus Flowers (Bag),Flower/Leaf Vegetables,16.388,,0.0,
2022-12-13,102900011030912,Net Lotus Root (1),Cabbage,16.694,,0.0,
2022-12-13,102900011032251,Spinach,Flower/Leaf Vegetables,3.635,,0.0,
2022-12-13,102900011030134,Powcan Mountain Chinese Cabbage ,Flower/Leaf Vegetables,4.000,,0.0,
2022-12-13,102900011021842,Broccoli,Capsicum,0.845,,0.0,
2022-12-13,102900011032848,Yunnan Lettuce (Bag),Edible Mushroom,2.584,,0.0,
2022-12-13,102900011013274,Wawacai,Edible Mushroom,34.000,,0.0,
2022-12-14,102900005116530,Yellow Baicai (1),Edible Mushroom,5.663,,0.0,
2022-12-13,102900011032244,Chinese Caterpillar Fungus Flowers (Bag),Flower/Leaf Vegetables,4.819,,0.0,
2022-12-14,102900011021842,Needle Mushroom (2),Aquatic Tuberous Vegetables,8.520,,0.0,
2022-12-14,102900005116257,Needle Mushroom (Box),Edible Mushroom,3.593,,0.0,
2022-12-14,102900011030097,Yunnan Lettuce (Bag),Edible Mushroom,4.000,,0.0,
2022-12-14,102900011033920,Apricot Bao Mushroom (2),Edible Mushroom,40.000,,0.0,
2022-12-13,102900011010891,Needle Mushroom (2),Capsicum,6.784,,0.0,
2022-12-13,102900011030929,Chinese Caterpillar Fungus Flowers (Bag),Solanum,25.000,,0.0,
2022-12-15,102900011021842,Eggplant (2),Flower/Leaf Vegetables,4.000,,0.0,
2022-12-15,102900011022849,Caixin (Bag),Capsicum,28.000,,0.0,
2022-12-15,102900011034231,Yellow Baicai (1),Edible Mushroom,16.000,,0.0,
2022-12-15,102900011035764,Haixian Mushroom (Bag),Edible Mushroom,21.000,,0.0,
2022-12-14,102900011032350,The White Mushroom (Bag),Flower/Leaf Vegetables,22.000,,0.0,
2022-12-15,102900011034224,Needle Mushroom (Box),Capsicum,1.000,,0.0,
2022-12-15,102900005115625,Yunnan Leaf Lettuce (Bag),Aquatic Tuberous Vegetables,3.279,,0.0,
2022-12-15,102900011032213,Needle Mushroom (2),Flower/Leaf Vegetables,7.393,,0.0,
2022-12-16,102900011034026,Eggplant (2),Flower/Leaf Vegetables,25.000,,0.0,
2022-12-16,102900011030097,Local Xiaomao Cabbage,Capsicum,1.581,,0.0,
2022-12-16,102900011010891,Ginger And Xiaomijiao Mix (Small Bag),Capsicum,0.924,,0.0,
2022-12-15,102900011010891,Millet Pepper (Bag),Capsicum,2.126,,0.0,
2022-12-17,102900011034224,Black Rapeseed,Capsicum,36.000,,0.0,
2022-12-17,102900011030929,Luosi Pepper,Capsicum,14.000,,0.0,
2022-12-17,102900011023464,Zhijiang Qinggengsanhua,Solanum,15.000,,0.0,
2022-12-16,102900005116509,Bell Pepper (2),Edible Mushroom,3.455,,0.0,
2022-12-18,102900011030912,Net Lotus Root (1),Edible Mushroom,5.113,,0.0,
2022-12-17,102900005118817,Garden Chrysanthemum,Solanum,2.241,,0.0,
2022-12-18,102900011013274,Spinach,Edible Mushroom,3.364,,0.0,
2022-12-18,102900011000571,Local Xiaomao Cabbage,Solanum,5.000,,0.0,
2022-12-18,102900011032213,Wawacai,Edible Mushroom,0.380,,0.0,
2022-12-19,102900011034026,Huangxincai (2),Flower/Leaf Vegetables,7.060,,0.0,
2022-12-19,102900011022849,Tremella (Flower),Flower/Leaf Vegetables,19.000,,0.0,
2022-12-19,102900005118831,Local Xiaomao Cabbage,Edible Mushroom,0.201,,0.0,
2022-12-19,102900011012482,Yunnan Lettuce (Bag),Solanum,1.000,,0.0,
2022-12-19,102900011013274,Powcan Mountain Chinese Cabbage ,Flower/Leaf Vegetables,36.000,,0.0,
2022-12-20,102900005122654,Red Hot Peppers (Bag),Capsicum,5.680,,0.0,
2022-12-20,102900005116530,Yellow Baicai (1),Capsicum,1.000,,0.0,
2022-12-20,102900011013274,Tea Tree Mushroom (Bag),Capsicum,3.000,,0.0,
2022-12-21,106949711300259,The Local Yellow Youcai,Flower/Leaf Vegetables,15.000,,0.0,
2022-12-21,102900011010891,Longyacai,Cabbage,24.000,,0.0,
2022-12-21,102900011007044,Haixian Mushroom (Bag),Edible Mushroom,11.000,,0.0,
2022-12-20,102900011035771,Yellow Baicai (1),Flower/Leaf Vegetables,2.000,,0.0,
2022-12-22,102900011034026,Net Lotus Root (3),Capsicum,13.614,,0.0,
2022-12-22,106949711300259,Fresh Edible Fungus (Bag),Edible Mushroom,18.000,,0.0,
2022-12-22,102900011030097,Yunnan Shengcai,Cabbage,7.117,,0.0,
2022-12-21,102900011032732,Red Hang Pepper (Bag),Edible Mushroom,33.000,,0.0,
2022-12-23,102900011016701,Needle Mushroom (Box),Flower/Leaf Vegetables,4.000,,0.0,
2022-12-23,102900011031926,Net Lotus Root (1),Capsicum,23.000,,0.0,
2022-12-23,102900011000571,Green And Red Hang Pepper Mix (Bag),Flower/Leaf Vegetables,9.000,,0.0,
2022-12-24,106949711300259,Ginger And Xiaomijiao Mix (Small Bag),Edible Mushroom,28.000,,0.0,
2022-12-24,102900011033920,Yunnan Shengcai,Edible Mushroom,20.000,,0.0,
2022-12-24,102900011013274,The White Mushroom (Bag),Flower/Leaf Vegetables,1.000,,0.0,
2022-12-24,102900011030141,High Melon (2),Capsicum,12.000,,0.0,
2022-12-25,102900011022849,Agaricus Bisporus (Box),Flower/Leaf Vegetables,2.000,,0.0,
2022-12-25,102900005118817,Xiaoqingcai (Bag),Capsicum,15.007,,0.0,
2022-12-25,102900011034026,Zhijiang Red Bolt,Edible Mushroom,5.000,,0.0,
2022-12-25,102900011033920,Broccoli,Capsicum,7.000,,0.0,
2022-12-25,102900011032244,Red Hang Pepper (Bag),Flower/Leaf Vegetables,1.000,,0.0,
2022-12-25,102900011032848,Wild Lotus Root (1),Solanum,43.000,,0.0,
2022-12-26,102900011035078,Tremella (Flower),Flower/Leaf Vegetables,9.067,,0.0,
2022-12-26,102900005116899,Tremella (Flower),Capsicum,34.000,,0.0,
2022-12-26,102900005118817,Luosi Pepper (Bag),Edible Mushroom,41.000,,0.0,
2022-12-25,102900011009277,Millet Pepper (Bag),Capsicum,5.269,,0.0,
2022-12-26,102900011013274,Wuhu Green Pepper (1),Flower/Leaf Vegetables,5.509,,0.0,
2022-12-26,102900011032237,Bell Pepper (2),Capsicum,1.531,,0.0,
2022-12-26,102900011035788,Chinese Caterpillar Fungus Flowers (Bag),Cabbage,5.000,,0.0,
2022-12-26,102900011012482,Yunnan Lettuce (Bag),Flower/Leaf Vegetables,0.945,,0.0,
2022-12-27,102900011033906,The Local Yellow Youcai,Flower/Leaf Vegetables,2.000,,0.0,
2022-12-27,102900005116530,Yuxingcao (Bag),Edible Mushroom,25.429,,0.0,
2022-12-27,102900011035788,Caixin (Bag),Edible Mushroom,2.814,,0.0,
2022-12-27,102900011032237,Naibaicai,Capsicum,6.152,,0.0,
2022-12-27,102900011031100,Agaricus Bisporus (Box),Capsicum,1.257,,0.0,
2022-12-28,102900011009277,Xiaoqingcai (Bag),Capsicum,1.358,,0.0,
2022-12-28,102900005122654,Ginger And Xiaomijiao Mix (Small Bag),Edible Mushroom,2.000,,0.0,
2022-12-28,102900011032251,Huangxincai (2),Flower/Leaf Vegetables,4.000,,-3.7,
2022-12-28,102900005116714,Caixin (Bag),Edible Mushroom,11.000,,0.0,
2022-12-28,102900011033906,Naibaicai,Cabbage,15.000,,0.0,
2022-12-28,102900011030059,Chinese Caterpillar Fungus Flowers (Bag),Flower/Leaf Vegetables,1.000,,0.0,
2022-12-27,102900011032350,Tea Tree Mushroom (Bag),Edible Mushroom,1.000,,0.0,
2022-12-27,102900011034439,Chinese Caterpillar Fungus Flowers (Bag),Capsicum,1.000,,0.0,
2022-12-28,102900011034330,Apricot Bao Mushroom (2),Capsicum,26.589,,0.0,
2022-12-28,102900011035764,Huangxincai (2),Capsicum,16.000,,0.0,
2022-12-29,102900005116714,Honghu Lotus Root Powder (Fenou),Capsicum,1.037,,0.0,
2022-12-29,102900011030097,Xixia Xianggu Mushroom (Bag),Flower/Leaf Vegetables,9.000,,0.0,
2022-12-29,102900011034330,Zhijiang Red Bolt,Capsicum,13.000,,-26.81,
2022-12-29,102900011008164,Red Hot Peppers (Bag),Flower/Leaf Vegetables,0.844,,0.0,
2022-12-29,102900011030912,High Melon (2),Flower/Leaf Vegetables,5.641,,0.0,
2022-12-30,102900005118817,Chinese Caterpillar Fungus Flowers (Bag),Aquatic Tuberous Vegetables,12.753,,0.0,
2022-12-30,102900011030141,Xiaozhoupi (Bag),Flower/Leaf Vegetables,4.064,,-7.1,
2022-12-30,102900011031100,The Local Yellow Youcai,Solanum,4.000,,0.0,
2022-12-30,102900005116257,Mushroom And Leaf Mix (Bag),Edible Mushroom,19.000,,0.0,
2022-12-30,102900011010891,Wawacai,Edible Mushroom,3.078,,0.0,
2022-12-30,102900011030905,Apricot Bao Mushroom (2),Aquatic Tuberous Vegetables,12.000,,0.0,
2022-12-30,102900011036068,Net Lotus Root (3),Cabbage,32.000,,0.0,
2022-12-30,102900011032732,Water Chestnut,Flower/Leaf Vegetables,10.524,,0.0,
2022-12-31,102900011030097,Honghu Lotus Root Powder (Fenou),Flower/Leaf Vegetables,12.541,,0.0,
2022-12-31,102900005118831,Millet Pepper (Bag),Edible Mushroom,1.617,,0.0,
2022-12-31,102900011030929,Zhijiang Qinggengsanhua,Edible Mushroom,3.821,,0.0,
2023-01-01,102900005122654,Broccoli,Capsicum,6.000,,0.0,
2023-01-01,102900011032237,Green Line Pepper (Bag),Flower/Leaf Vegetables,2.080,,0.0,
2023-01-01,102900011030059,Green Eggplant (2),Flower/Leaf Vegetables,3.000,,0.0,
2023-01-01,102900011033920,Mushroom And Leaf Mix (Bag),Flower/Leaf Vegetables,1.094,,0.0,
2023-01-01,102900005115878,Red Hang Pepper (Bag),Flower/Leaf Vegetables,0.363,,0.0,
2023-01-01,102900011036068,Needle Mushroom (Box),Capsicum,14.131,,0.0,
2023-01-02,102900005116899,Wild Lotus Root (1),Flower/Leaf Vegetables,36.000,,0.0,
2023-01-02,102900011032213,Apricot Bao Mushroom (2),Cabbage,5.930,,0.0,
2023-01-02,102900011033906,Spinach,Capsicum,5.000,,0.0,
2023-01-03,102900011016701,Green And Red Hang Pepper Mix (Bag),Flower/Leaf Vegetables,0.379,,0.0,
2023-01-03,102900011033906,Haixian Mushroom (Bag) (2),Cabbage,0.353,,0.0,
2023-01-03,102900011021842,Caixin (Bag),Edible Mushroom,6.011,,0.0,
2023-01-03,102900011031582,Red Hot Peppers (Bag),Flower/Leaf Vegetables,3.759,,0.0,
2023-01-03,102900011030059,Green Line Pepper (Bag),Flower/Leaf Vegetables,3.076,,0.0,
2023-01-03,102900011030141,Wild Lotus Root (1),Edible Mushroom,7.855,,0.0,
2023-01-04,102900011034026,Bell Pepper (2),Flower/Leaf Vegetables,0.143,,0.0,
2023-01-04,102900005116257,Bell Pepper (2),Flower/Leaf Vegetables,2.110,,0.0,
2023-01-04,102900011031100,Yunnan Leaf Lettuce (Bag),Capsicum,2.000,,0.0,
2023-01-04,102900011009277,Red Hang Pepper (Bag),Edible Mushroom,9.000,,0.0,
2023-01-04,102900011007464,Apricot Bao Mushroom (2),Capsicum,1.369,,0.0,
2023-01-03,102900005115878,Yunnan Lettuce (Bag),Flower/Leaf Vegetables,10.000,,0.0,
2023-01-04,102900011032848,Net Lotus Root (3),Cabbage,14.000,,0.0,
2023-01-04,102900011030929,Green Line Pepper (Bag),Edible Mushroom,33.000,,0.0,
2023-01-04,102900011035788,Broccoli,Capsicum,17.000,,0.0,21.6
2023-01-05,102900011033944,Agaricus Bisporus (Box),Capsicum,40.000,,0.0,
2023-01-05,102900011016701,Perilla,Flower/Leaf Vegetables,1.880,,0.0,
2023-01-05,102900011033906,High Melon (2),Flower/Leaf Vegetables,3.000,,0.0,
2023-01-05,102900011033920,Green Line Pepper (Bag),Flower/Leaf Vegetables,42.000,,0.0,
2023-01-05,102900011030097,Millet Pepper (Bag),Capsicum,6.173,,0.0,
2023-01-05,102900011032251,Haixian Mushroom (Bag) (2),Solanum,34.000,,0.0,
2023-01-05,102900011032244,Longyacai,Capsicum,7.000,,0.0,
2023-01-06,102900005122654,Yellow Baicai (1),Edible Mushroom,5.000,,0.0,
2023-01-06,102900011034224,Green Hot Peppers (Bag),Flower/Leaf Vegetables,22.000,,0.0,
2023-01-06,102900011034330,Wuhu Green Pepper (1),Capsicum,24.000,,0.0,
2023-01-06,102900011031926,Water Chestnut,Capsicum,1.681,,0.0,
2023-01-06,102900005116714,Agaricus Bisporus (Box),Flower/Leaf Vegetables,4.000,,0.0,7.5
2023-01-06,102900011030141,Wild Lotus Root (1),Edible Mushroom,3.000,,0.0,
2023-01-06,102900011033920,Ginger And Xiaomijiao Mix (Small Bag),Capsicum,1.232,,0.0,
2023-01-07,102900011030059,Yunnan Lettuce (Bag),Solanum,5.571,,0.0,
2023-01-07,102900011035078,The Local Yellow Youcai,Flower/Leaf Vegetables,5.001,,0.0,
2023-01-07,102900011033975,Huangxincai (2),Flower/Leaf Vegetables,7.000,,0.0,
2023-01-07,102900011029299,Red Hang Pepper (Bag),Flower/Leaf Vegetables,14.000,,0.0,
2023-01-07,102900011031100,Longyacai,Capsicum,1.969,,0.0,
2023-01-07,102900011031926,Spinach (Bag),Edible Mushroom,17.000,,0.0,
2023-01-07,102900011030929,Xixia Xianggu Mushroom (Bag),Flower/Leaf Vegetables,0.100,,0.0,
2023-01-07,102900011035764,Needle Mushroom (Box),Flower/Leaf Vegetables,3.000,,0.0,
2023-01-08,102900005118831,Naibaicai,Flower/Leaf Vegetables,6.838,,0.0,
2023-01-08,102900011033906,Tea Tree Mushroom (Bag),Cabbage,5.000,,0.0,
2023-01-08,102900011035511,Cabbage Stem (Bag),Edible Mushroom,2.000,,0.0,
2023-01-08,102900011007464,Xiaoqingcai (Bag),Flower/Leaf Vegetables,1.870,,0.0,
2023-01-08,102900011013274,Fresh Edible Fungus (Bag),Flower/Leaf Vegetables,34.000,,0.0,
2023-01-07,102900011030905,Powcan Mountain Chinese Cabbage ,Flower/Leaf Vegetables,13.000,,0.0,
2023-01-08,102900011035788,Xiaoqingcai (Bag),Flower/Leaf Vegetables,1.892,,0.0,
2023-01-09,102900005116530,Fresh Edible Fungus (Bag),Edible Mushroom,3.000,,0.0,
2023-01-09,102900011009277,Xiaozhoupi (Bag),Edible Mushroom,5.000,,0.0,
2023-01-09,102900011016701,The Local Yellow Youcai,Flower/Leaf Vegetables,0.294,,0.0,
2023-01-09,102900011031100,Net Lotus Root (3),Cabbage,3.033,,0.0,
2023-01-09,102900011032022,Shanghai Green (Bag),Cabbage,24.000,,0.0,
2023-01-09,102900005116257,Millet Pepper (Bag),Flower/Leaf Vegetables,3.734,,0.0,
2023-01-09,102900011034439,Cabbage Stem (Bag),Capsicum,0.712,,0.0,
2023-01-08,102900011032848,Luosi Pepper (Bag),Flower/Leaf Vegetables,2.927,,0.0,
2023-01-10,102900011033944,Green And Red Hang Pepper Mix (Bag),Flower/Leaf Vegetables,0.122,,0.0,
2023-01-10,102900011013274,Naibaicai,Flower/Leaf Vegetables,34.000,,0.0,
2023-01-09,102900005122654,Honghu Lotus Root Powder (Fenou),Solanum,24.000,,0.0,
2023-01-10,102900011030141,Zhijiang Red Bolt,Edible Mushroom,11.000,,0.0,
2023-01-10,102900011032022,Water Chestnut,Capsicum,0.302,,0.0,
2023-01-11,102900005116899,Red Hot Peppers (Bag),Edible Mushroom,1.000,,0.0,
2023-01-10,102900005118817,Green Line Pepper (Bag),Flower/Leaf Vegetables,4.000,,0.0,
2023-01-11,102900011032251,Eggplant (2),Capsicum,5.524,,0.0,
2023-01-11,102900011031100,Xiaozhoupi (Bag),Flower/Leaf Vegetables,24.751,,0.0,
2023-01-11,102900011035078,Fresh Edible Fungus (Bag),Edible Mushroom,2.331,,0.0,
2023-01-12,106949711300259,Naibaicai,Edible Mushroom,13.000,,0.0,
2023-01-12,102900011032350,Millet Pepper (Bag),Edible Mushroom,2.000,,0.0,
2023-01-12,102900011032244,Xiaoqingcai (1),Aquatic Tuberous Vegetables,39.000,,0.0,
2023-01-12,102900011029305,Red Hang Pepper (Bag),Solanum,2.836,,0.0,
2023-01-12,102900011013274,Red Pepper (2),Edible Mushroom,25.000,,0.0,
2023-01-12,102900011032367,Eggplant (2),Flower/Leaf Vegetables,0.644,,0.0,
2023-01-12,102900011032343,Xixia Xianggu Mushroom (Bag),Edible Mushroom,24.000,,0.0,
2023-01-13,102900011033906,Ginger And Xiaomijiao Mix (Small Bag),Capsicum,3.288,,0.0,
2023-01-13,102900011030097,Yellow Baicai (1),Edible Mushroom,3.265,,0.0,
2023-01-12,102900011035788,Net Lotus Root (1),Flower/Leaf Vegetables,43.000,,0.0,
2023-01-13,102900011034439,Honghu Lotus Root Powder (Fenou),Cabbage,0.780,,0.0,
2023-01-13,102900011032732,Wawacai,Flower/Leaf Vegetables,8.830,,0.0,
2023-01-13,102900011030905,Haixian Mushroom (Bag) (2),Flower/Leaf Vegetables,7.752,,0.0,
2023-01-14,102900005116899,Apricot Bao Mushroom (2),Solanum,3.239,,0.0,
2023-01-14,102900005116509,Water Chestnut,Edible Mushroom,11.000,,0.0,
2023-01-14,102900005116714,Zhijiang Qinggengsanhua,Flower/Leaf Vegetables,0.501,,0.0,
2023-01-14,102900011032732,Chinese Caterpillar Fungus Flowers (Bag),Capsicum,3.003,,0.0,
2023-01-13,102900011035788,Bell Pepper (2),Solanum,10.032,,0.0,
2023-01-14,102900011034439,Xixia Xianggu Mushroom (Bag),Flower/Leaf Vegetables,22.000,,0.0,
2023-01-13,102900005116509,Tea Tree Mushroom (Bag),Solanum,11.299,,0.0,
2023-01-15,102900011030134,Huangxincai (2),Solanum,3.000,,0.0,
2023-01-15,102900005116233,Water Chestnut,Flower/Leaf Vegetables,11.000,,0.0,
2023-01-15,102900011032732,Yunnan Lettuce (Bag),Edible Mushroom,2.000,,0.0,
2023-01-15,102900011032367,Garden Chrysanthemum,Capsicum,7.000,,0.0,
2023-01-14,102900005118817,Naibaicai,Flower/Leaf Vegetables,16.247,,0.0,
2023-01-15,102900011008164,Caixin (Bag),Capsicum,5.606,,0.0,
2023-01-15,102900011035771,7 Colour Pepper (1),Flower/Leaf Vegetables,11.182,,0.0,
2023-01-16,102900011027479,Zhijiang Qinggengsanhua,Edible Mushroom,18.000,,0.0,
2023-01-16,102900011021842,Green Line Pepper,Capsicum,17.000,,0.0,
2023-01-16,102900005116714,Green And Red Hang Pepper Mix (Bag),Edible Mushroom,1.761,,0.0,
2023-01-16,102900011035771,Wild Lotus Root (1),Flower/Leaf Vegetables,1.335,,0.0,
2023-01-16,102900011032350,Broccoli,Capsicum,33.000,,0.0,
2023-01-16,102900005116233,Haixian Mushroom (Bag) (2),Edible Mushroom,6.244,,0.0,
2023-01-16,102900011029305,7 Colour Pepper (2),Solanum,0.581,,0.0,
2023-01-16,102900011030134,Zhijiang Red Bolt,Capsicum,8.990,,0.0,
2023-01-16,102900011030905,7 Colour Pepper (2),Edible Mushroom,18.000,,0.0,
2023-01-16,102900011033920,Ginger And Xiaomijiao Mix (Small Bag),Capsicum,0.283,,0.0,
2023-01-17,102900011030141,Xiaoqingcai (Bag),Edible Mushroom,4.000,,0.0,
2023-01-18,102900005116509,Honghu Lotus Root Powder (Fenou),Flower/Leaf Vegetables,6.124,,0.0,
2023-01-18,102900005115878,7 Colour Pepper (1),Capsicum,1.654,,0.0,
2023-01-18,102900011021842,Yunnan Lettuces,Flower/Leaf Vegetables,1.000,,0.0,
2023-01-18,102900005116714,Yunnan Shengcai,Flower/Leaf Vegetables,4.074,,0.0,
2023-01-18,102900005115908,Yunnan Lettuce (Bag),Edible Mushroom,12.000,,0.0,
2023-01-19,102900011000328,Caixin (Bag),Capsicum,14.000,,0.0,
2023-01-19,102900005123880,Wawacai,Solanum,3.153,,0.0,
2023-01-19,102900011033906,Yuxingcao (Bag),Edible Mushroom,1.853,,0.0,
2023-01-19,102900011031100,Garden Chrysanthemum,Flower/Leaf Vegetables,13.000,,0.0,
2023-01-19,102900011030059,Honghu Lotus Root Powder (Fenou),Capsicum,29.555,,0.0,
2023-01-19,102900051004294,Powcan Mountain Chinese Cabbage ,Flower/Leaf Vegetables,17.000,,0.0,
2023-01-19,102900011012482,Powcan Mountain Chinese Cabbage ,Edible Mushroom,44.000,,0.0,
2023-01-20,102900011033906,Millet Pepper (Bag),Edible Mushroom,2.461,,0.0,
2023-01-20,106930274620090,Honghu Lotus Root Powder (Fenou),Edible Mushroom,21.000,,0.0,
2023-01-20,102900011034224,Net Lotus Root (1),Aquatic Tuberous Vegetables,4.146,,0.0,
2023-01-20,102900005116257,Garden Chrysanthemum,Flower/Leaf Vegetables,14.000,,0.0,
2023-01-20,102900011009277,Wuhu Green Pepper (1),Capsicum,16.283,,0.0,
2023-01-20,102900011010891,Wawacai,Cabbage,4.800,,0.0,
2023-01-20,102900011012994,Needle Mushroom (Box),Edible Mushroom,2.000,,0.0,
2023-01-20,102900011007464,Eggplant (2),Capsicum,0.535,,0.0,
2023-01-20,102900011030097,Shanghai Green (Bag),Flower/Leaf Vegetables,27.778,,0.0,
2023-01-20,102900011027479,Green Eggplant (1),Edible Mushroom,19.000,,0.0,
2023-01-21,102900005116530,Luosi Pepper,Flower/Leaf Vegetables,2.316,,0.0,
2023-01-21,102900011016701,Shanghaiqing,Edible Mushroom,6.116,,0.0,
2023-01-21,102900011033906,The White Mushroom (Bag),Edible Mushroom,3.223,,0.0,
2023-01-21,102900005123880,Qinggengsanhua,Flower/Leaf Vegetables,26.000,,0.0,
2023-01-21,102900011009277,Xiaoqingcai (1),Edible Mushroom,16.000,,0.0,
2023-01-21,102900011034330,Red Pepper (1),Flower/Leaf Vegetables,1.000,,0.0,
2023-01-22,106949711300259,Chinese Cabbage,Capsicum,37.000,,0.0,
2023-01-22,102900011016701,Red Pepper (1),Cabbage,4.428,,0.0,
2023-01-23,102900005118831,7 Colour Pepper (2),Capsicum,18.000,,0.0,
2023-01-22,102900011033944,Xixia Mushroom (1),Flower/Leaf Vegetables,1.293,,0.0,
2023-01-22,102900005125808,Wawacai,Edible Mushroom,1.000,,0.0,
2023-01-23,102900005115908,Apricot Bao Mushroom (2),Capsicum,6.807,,0.0,
2023-01-24,102900005122654,Water Chestnut,Flower/Leaf Vegetables,22.659,,0.0,
2023-01-24,102900005116714,Naibaicai,Flower/Leaf Vegetables,19.000,,0.0,
2023-01-23,102900011027479,Green And Red Hang Pepper Mix (Bag),Flower/Leaf Vegetables,4.593,,0.0,
