transaction_month,transaction_year,item_code,item_name,category_name,active_selling_days,total_volume_kg,avg_daily_velocity_kg,volume_volatility,demand_cv_pct
2021-06-01 00:00:00,2021-01-01 00:00:00,102900005115779,Haixian Mushroom (Bag) (4),Edible Mushroom,31,1686.000,6.208516129032258,0.6804199897857205,41.0
2022-09-01 00:00:00,2022-01-01 00:00:00,102900005115250,Haixian Mushroom (Bag) (4),Capsicum,21,88.000,10.032870967741935,1.0326429121309841,77.7
2023-06-01 00:00:00,2022-01-01 00:00:00,102900005115762,Haixian Mushroom (Bag) (4),Capsicum,4,95.000,1.8243333333333334,35.04681968299653,62.5
2020-08-01 00:00:00,2022-01-01 00:00:00,102900005115762,The Crab Flavor Mushroom (Bag),Edible Mushroom,27,18.000,2.4048064516129033,3.1231654855870703,92.1
2021-04-01 00:00:00,2022-01-01 00:00:00,102900005115762,Needle Mushroom (Bag) (2),Edible Mushroom,31,126.309,17.70967741935484,3.4436409573993427,52.0
2022-03-01 00:00:00,2022-01-01 00:00:00,102900005115960,Needle Mushroom (Bag) (2),Flower/Leaf Vegetables,22,99.189,2.3253333333333335,0.7729515718031378,62.3
2022-05-01 00:00:00,2021-01-01 00:00:00,102900005115779,The Crab Flavor Mushroom (Box),Flower/Leaf Vegetables,11,8.000,9.302290322580644,1.6415316729607543,64.8
2022-02-01 00:00:00,2021-01-01 00:00:00,102900005115250,Yunnan Shengcai,Flower/Leaf Vegetables,30,8.000,7.0257,0.8591165824251108,75.6
2020-11-01 00:00:00,2021-01-01 00:00:00,102900005116530,Yunnan Shengcai,Flower/Leaf Vegetables,24,170.000,1.485032258064516,0.41082569296479005,51.2
2021-12-01 00:00:00,2021-01-01 00:00:00,102900005116899,Xixia Mushroom (1),Flower/Leaf Vegetables,30,18.000,1.3331666666666666,8.356459463572474,64.6
2022-01-01 00:00:00,2021-01-01 00:00:00,102900011022849,Xixia Mushroom (1),Flower/Leaf Vegetables,19,390.000,13.804677419354839,1.6067236060494536,60.5
2021-11-01 00:00:00,2021-01-01 00:00:00,102900005115168,Yunnan Lettuce (Bag),Flower/Leaf Vegetables,28,298.000,9.816777777777778,12.061463226289742,56.9
2023-03-01 00:00:00,2021-01-01 00:00:00,102900005116547,Yunnan Lettuce (Bag),Cabbage,9,766.776,15.084741935483871,8.925231635438745,47.9
2023-06-01 00:00:00,2023-01-01 00:00:00,102900005116547,The Local Yellow Youcai,Edible Mushroom,27,521.956,13.333666666666666,7.228125765339857,64.9
2021-03-01 00:00:00,2023-01-01 00:00:00,102900005116547,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,29,0.883,8.285583333333333,0.10390540569832414,45.9
2021-05-01 00:00:00,2021-01-01 00:00:00,102900005118831,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,31,9.867,5.166666666666667,0.7909003797661788,43.8
2023-01-01 00:00:00,2021-01-01 00:00:00,102900005116806,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,28,8.941,24.734709677419353,0.3083914253701455,55.9
2022-07-01 00:00:00,2023-01-01 00:00:00,102900005128748,Haixian Mushroom (Bag),Flower/Leaf Vegetables,2,9.411,17.398533333333333,0.3224777430100287,52.1
2022-12-01 00:00:00,2022-01-01 00:00:00,102900011007464,Millet Pepper (Bag),Flower/Leaf Vegetables,27,10.319,0.29433333333333334,0.36630799043926016,56.2
2023-06-01 00:00:00,2022-01-01 00:00:00,102900011007464,Luosi Pepper,Capsicum,10,1094.000,1.233375,14.69974352899767,42.2
2022-07-01 00:00:00,2022-01-01 00:00:00,102900011009970,Luosi Pepper,Capsicum,31,494.000,0.4967222222222223,17.934620818013354,80.9
2022-04-01 00:00:00,2023-01-01 00:00:00,102900011009970,Luosi Pepper,Capsicum,17,359.000,0.4953157894736842,9.590164538572523,79.0
2020-10-01 00:00:00,2022-01-01 00:00:00,102900011022030,Powcan Mountain Chinese Cabbage ,Flower/Leaf Vegetables,31,962.000,0.5431052631578948,12.247685762933378,49.3
2021-09-01 00:00:00,2022-01-01 00:00:00,102900011031926,Powcan Mountain Chinese Cabbage ,Flower/Leaf Vegetables,31,1076.000,35.29032258064516,6.683344542800241,53.1
2020-10-01 00:00:00,2023-01-01 00:00:00,102900011031926,Honghu Lotus Root Powder (Fenou),Flower/Leaf Vegetables,27,16.504,21.47826086956522,3.3030206041003,54.8
2022-05-01 00:00:00,2023-01-01 00:00:00,102900011034569,Honghu Lotus Root Powder (Fenou),Flower/Leaf Vegetables,10,21.719,2.0454545454545454,0.3308483203994107,72.4
2021-07-01 00:00:00,2022-01-01 00:00:00,106930274220092,Honghu Lotus Root Powder (Fenou),Cabbage,30,60.000,7.666666666666667,0.7867957924694432,38.9
2021-07-01 00:00:00,2020-01-01 00:00:00,106949711300167,Chinese Cabbage,Cabbage,31,69.760,13.571428571428571,1.582466960373034,50.8
2021-12-01 00:00:00,2021-01-01 00:00:00,106949711300167,Chinese Cabbage,Capsicum,14,288.371,2.15,1.430754634285492,51.1
2023-05-01 00:00:00,2021-01-01 00:00:00,106957634300058,Zhijiang Qinggengsanhua,Edible Mushroom,26,210.771,22.4375,0.6818886708755606,122.6
2022-01-01 00:00:00,2022-01-01 00:00:00,106949711300259,Zhijiang Qinggengsanhua,Edible Mushroom,24,46.036,34.357142857142854,3.7388685082087165,79.2
2021-09-01 00:00:00,2022-01-01 00:00:00,106949711300259,Zhijiang Qinggengsanhua,Edible Mushroom,8,7.999,34.70967741935484,3.087432813484008,76.6
2022-07-01 00:00:00,2023-01-01 00:00:00,102900011006948,Zhijiang Qinggengsanhua,Edible Mushroom,31,118.154,23.58506451612903,1.3983111973181988,92.0
2022-09-01 00:00:00,2023-01-01 00:00:00,102900011006948,Amaranth (Bag),Edible Mushroom,7,392.367,15.935,1.0496511566109537,82.9
2022-03-01 00:00:00,2023-01-01 00:00:00,102900011033920,Apricot Bao Mushroom (1),Flower/Leaf Vegetables,22,610.209,9.182266666666667,1.2376363789302625,31.0
2021-08-01 00:00:00,2022-01-01 00:00:00,102900011030059,Apricot Bao Mushroom (1),Flower/Leaf Vegetables,10,205.045,3.6954399999999996,2.368269653264744,48.7
2022-07-01 00:00:00,2021-01-01 00:00:00,102900011030059,Dongmenkou Xiaobaicai,Flower/Leaf Vegetables,27,74.176,10.25,1.9604917082876374,49.1
2022-08-01 00:00:00,2021-01-01 00:00:00,102900011022849,Dongmenkou Xiaobaicai,Flower/Leaf Vegetables,23,148.486,7.823466666666667,2.974197337496546,67.0
2023-06-01 00:00:00,2022-01-01 00:00:00,102900011030097,Ice Grass,Flower/Leaf Vegetables,31,200.947,9.969451612903226,1.026910636104941,27.6
2020-07-01 00:00:00,2022-01-01 00:00:00,102900011030097,Naibaicai,Edible Mushroom,7,51.671,10.0778,4.5118686497551845,71.0
2021-06-01 00:00:00,2022-01-01 00:00:00,102900011030097,Naibaicai,Edible Mushroom,30,76.000,3.4177999999999997,,108.3
2021-07-01 00:00:00,2022-01-01 00:00:00,102900011030912,Green Hot Peppers,Capsicum,30,188.000,7.862466666666666,2.740141060216619,97.9
2021-08-01 00:00:00,2022-01-01 00:00:00,102900011031100,Green Hot Peppers,Capsicum,12,105.000,18.116806451612902,13.385230493981245,86.2
2022-06-01 00:00:00,2022-01-01 00:00:00,102900005125815,Green Hot Peppers,Aquatic Tuberous Vegetables,27,89.000,37.070032258064515,27.157881950998455,93.7
2022-03-01 00:00:00,2023-01-01 00:00:00,102900005125815,Green Hot Peppers,Cabbage,30,82.000,6.470645161290323,4.849008323286138,70.9
2022-04-01 00:00:00,2022-01-01 00:00:00,102900011006689,Green Hot Peppers,Cabbage,27,94.000,1.9304285714285714,0.2257715659687907,66.1
2022-02-01 00:00:00,2023-01-01 00:00:00,102900011006689,Spinach,Cabbage,18,1362.198,5.758620689655173,0.34543040784891343,36.5
2023-02-01 00:00:00,2021-01-01 00:00:00,102900011006955,Garden Chrysanthemum (Bag),Cabbage,31,560.478,18.682599999999997,0.2923965629072955,40.1
2023-06-01 00:00:00,2022-01-01 00:00:00,102900011008164,Red Pepper (1),Flower/Leaf Vegetables,31,160.519,0.7501818181818183,18.522203745801555,48.9
2020-11-01 00:00:00,2021-01-01 00:00:00,102900011008164,Green Eggplant (1),Flower/Leaf Vegetables,26,260.510,2.413222222222222,4.282871915819084,47.0
2021-07-01 00:00:00,2021-01-01 00:00:00,102900005115878,Green Eggplant (1),Flower/Leaf Vegetables,16,0.134,4.615384615384615,1.0908712114635712,26.6
2021-08-01 00:00:00,2021-01-01 00:00:00,102900005115878,Green Eggplant (1),Flower/Leaf Vegetables,31,259.172,11.063181818181818,1.7680073428489533,26.9
2021-10-01 00:00:00,2021-01-01 00:00:00,102900011009277,Green Eggplant (1),Flower/Leaf Vegetables,31,623.979,18.666666666666668,7.146533853446825,66.3
2022-02-01 00:00:00,2021-01-01 00:00:00,102900005116530,Eggplant (2),Flower/Leaf Vegetables,31,936.952,15.25,2.4378944903823374,55.4
2020-08-01 00:00:00,2021-01-01 00:00:00,102900005116530,Xiaoqingcai (1),Edible Mushroom,31,93.000,22.766666666666666,6.146417524562043,197.9
2020-11-01 00:00:00,2021-01-01 00:00:00,102900005115779,Xiaoqingcai (1),Edible Mushroom,11,158.000,3.5,1.7500892834367052,73.1
2021-04-01 00:00:00,2022-01-01 00:00:00,102900005115779,Xiaoqingcai (1),Flower/Leaf Vegetables,27,49.000,10.3,2.780137886268713,88.4
2022-01-01 00:00:00,2020-01-01 00:00:00,102900005115779,Caixin (Bag),Flower/Leaf Vegetables,1,3.490,8.683666666666666,0.8877678452875147,75.1
2022-05-01 00:00:00,2022-01-01 00:00:00,102900005115946,Caixin (Bag),Flower/Leaf Vegetables,30,400.000,0.134,3.816607730900908,81.8
2021-07-01 00:00:00,2022-01-01 00:00:00,102900005115946,Green Hot Peppers (Bag),Flower/Leaf Vegetables,28,70.000,8.639066666666668,3.2328065222566025,70.8
2022-09-01 00:00:00,2020-01-01 00:00:00,102900005115946,Apricot Bao Mushroom (Bag),Flower/Leaf Vegetables,31,206.000,21.51651724137931,0.7611488896780082,71.7
2022-10-01 00:00:00,2020-01-01 00:00:00,102900005115946,Red Hang Pepper (Bag),Capsicum,16,290.148,31.231733333333334,0.6082254829380614,40.2
2022-12-01 00:00:00,2021-01-01 00:00:00,102900005116714,Red Hang Pepper (Bag),Capsicum,9,46.902,20.5,3.868428555947895,48.1
2021-07-01 00:00:00,2020-01-01 00:00:00,102900005116837,Garden Chrysanthemum,Capsicum,17,142.566,11.296296296296296,5.376274885180783,87.8
2021-02-01 00:00:00,2021-01-01 00:00:00,102900005116837,Garden Chrysanthemum,Flower/Leaf Vegetables,29,1149.171,5.590909090909091,6.77074043281615,59.4
2021-06-01 00:00:00,2020-01-01 00:00:00,102900005116837,Water Chestnut,Flower/Leaf Vegetables,25,163.300,45.406600000000005,5.189429264567928,52.0
2021-10-01 00:00:00,2021-01-01 00:00:00,102900005119098,Needle Mushroom (Box),Edible Mushroom,30,57.370,5.737,3.886892273348386,
2020-08-01 00:00:00,2021-01-01 00:00:00,102900005119098,Needle Mushroom (Box),Edible Mushroom,30,3.880,0.4311111111111111,2.6403152023605236,31.7
2021-03-01 00:00:00,2021-01-01 00:00:00,102900011001813,Needle Mushroom (Box),Edible Mushroom,20,11.000,1.8333333333333333,1.4880476182856899,72.9
2022-03-01 00:00:00,2021-01-01 00:00:00,102900011035740,Bell Pepper (1),Edible Mushroom,28,80.000,3.076923076923077,2.408318915758459,87.0
2023-04-01 00:00:00,2020-01-01 00:00:00,102900011035740,Bell Pepper (1),Edible Mushroom,31,77.000,3.2083333333333335,1.9877268929755416,66.1
2022-02-01 00:00:00,2020-01-01 00:00:00,106949711300068,Lotus (Ea),Edible Mushroom,24,39.322,1.4563703703703705,3.189735581769936,40.1
2022-03-01 00:00:00,2021-01-01 00:00:00,106949711300068,Millet Pepper,Edible Mushroom,31,84.486,2.22925,2.950016851417178,58.6
2022-04-01 00:00:00,2021-01-01 00:00:00,102900005116899,Millet Pepper,Flower/Leaf Vegetables,30,30.308,1.5699,1.576583331130962,43.4
2022-09-01 00:00:00,2022-01-01 00:00:00,102900005116899,Water Chestnut (Lingjiao),Flower/Leaf Vegetables,26,32.957,11.714193548387096,2.683605317264552,54.2
2020-09-01 00:00:00,2023-01-01 00:00:00,102900005116899,Water Chestnut (Lingjiao),Flower/Leaf Vegetables,30,29.444,2.6296296296296298,2.074215361689009,68.8
2023-01-01 00:00:00,2023-01-01 00:00:00,102900011008164,Jigu Mushroom (Bunch),Flower/Leaf Vegetables,19,60.000,1.65,1.796720659480802,44.5
2021-07-01 00:00:00,2021-01-01 00:00:00,102900011008164,Jigu Mushroom (Bunch),Flower/Leaf Vegetables,14,31.000,16.677419354838708,2.0046194010129574,74.0
2022-06-01 00:00:00,2023-01-01 00:00:00,102900011031841,Jigu Mushroom (Bunch),Edible Mushroom,30,26.000,5.033333333333333,7.5189803121876135,58.9
2020-08-01 00:00:00,2022-01-01 00:00:00,102900011032022,Jigu Mushroom (Bunch),Edible Mushroom,31,95.000,6.688291666666667,14.14840695466591,58.4
2020-09-01 00:00:00,2022-01-01 00:00:00,102900011032022,Red Lotus Root Zone,Solanum,29,19.564,4.949533333333333,1.8504823828600374,56.6
2020-12-01 00:00:00,2023-01-01 00:00:00,102900011032022,Spinach (Bag),Aquatic Tuberous Vegetables,29,241.000,6.6982333333333335,0.9145847873944402,198.6
2022-11-01 00:00:00,2022-01-01 00:00:00,102900011032022,Spinach (Bag),Aquatic Tuberous Vegetables,30,210.000,4.305916666666667,0.8896536404691434,60.4
2021-01-01 00:00:00,2022-01-01 00:00:00,102900011023464,Green Line Pepper (Bag),Aquatic Tuberous Vegetables,23,10.000,2.6206896551724137,0.9614409777116786,71.5
2021-05-01 00:00:00,2022-01-01 00:00:00,102900011023464,Green Line Pepper (Bag),Capsicum,31,289.000,8.545454545454545,1.059078310965369,69.2
2020-07-01 00:00:00,2022-01-01 00:00:00,102900011023464,Green Line Pepper (Bag),Flower/Leaf Vegetables,31,17.000,3.5,1.0226846731132635,77.2
2020-11-01 00:00:00,2022-01-01 00:00:00,102900011030134,Huangbaicai (2),Flower/Leaf Vegetables,25,121.695,5.235294117647059,0.5567764362830022,62.2
2021-08-01 00:00:00,2022-01-01 00:00:00,102900011030134,Huangbaicai (2),Flower/Leaf Vegetables,31,112.000,3.9047619047619047,13.484279975275394,44.2
2021-06-01 00:00:00,2023-01-01 00:00:00,102900011031582,Huangbaicai (2),Flower/Leaf Vegetables,30,427.000,3.76,3.978245440091548,68.5
2021-05-01 00:00:00,2020-01-01 00:00:00,102900011031599,Huangbaicai (2),Edible Mushroom,30,683.000,2.25,8.866843179149859,51.8
2021-01-01 00:00:00,2021-01-01 00:00:00,102900011032213,Huangbaicai (2),Edible Mushroom,18,56.000,6.0,13.454656360449261,29.1
2021-04-01 00:00:00,2021-01-01 00:00:00,102900011032213,The White Mushroom (1),Edible Mushroom,24,309.000,3.392857142857143,8.145706660436884,74.3
2021-09-01 00:00:00,2022-01-01 00:00:00,102900005117353,The White Mushroom (Bag),Edible Mushroom,1,265.053,7.341233333333333,6.960983357579609,78.4
2022-08-01 00:00:00,2020-01-01 00:00:00,102900011013274,The White Mushroom (Bag),Flower/Leaf Vegetables,30,467.627,5.443931034482758,1.1742731279039724,58.4
2022-09-01 00:00:00,2022-01-01 00:00:00,102900011013274,Changxianqie,Flower/Leaf Vegetables,29,400.010,2.2925,3.71485801451781,47.8
2023-06-01 00:00:00,2022-01-01 00:00:00,102900011022764,Changxianqie,Flower/Leaf Vegetables,12,198.854,6.0284666666666675,2.920297843133614,50.5
2021-07-01 00:00:00,2023-01-01 00:00:00,102900011022764,Changxianqie,Flower/Leaf Vegetables,30,155.000,2.8048333333333333,4.927419425271236,66.4
2022-01-01 00:00:00,2022-01-01 00:00:00,102900011022764,Changxianqie,Edible Mushroom,17,18.000,4.518518518518518,9.175964287849816,95.6
2022-03-01 00:00:00,2022-01-01 00:00:00,102900011022764,Naibai Caimiao,Capsicum,5,186.000,5.392857142857143,5.000038650247442,64.2
2022-08-01 00:00:00,2023-01-01 00:00:00,102900011027462,Shanghai Green (Bag),Flower/Leaf Vegetables,28,95.000,24.0,1.5742651128392082,40.8
2022-11-01 00:00:00,2022-01-01 00:00:00,102900011030141,Shanghai Green (Bag),Edible Mushroom,30,220.237,10.363636363636363,4.034405287968253,49.6
2022-08-01 00:00:00,2022-01-01 00:00:00,102900011030141,Shanghai Green (Bag),Edible Mushroom,10,157.874,5.420692307692307,2.4109107615173153,59.9
2022-12-01 00:00:00,2021-01-01 00:00:00,102900011030141,Shanghai Green (Bag),Edible Mushroom,5,9.170,1.28,3.567725990071251,65.3
2022-08-01 00:00:00,2022-01-01 00:00:00,102900011030141,High Melon (2),Flower/Leaf Vegetables,30,180.854,2.2130555555555556,6.709212326295428,61.0
2022-12-01 00:00:00,2020-01-01 00:00:00,102900011032732,Needle Mushroom (2),Flower/Leaf Vegetables,28,16.829,1.3578181818181818,1.3993250219066502,71.3
2023-04-01 00:00:00,2022-01-01 00:00:00,102900011033937,Red Pepper (2),Flower/Leaf Vegetables,22,122.000,2.385266666666667,1.926441179178849,61.2
2020-11-01 00:00:00,2022-01-01 00:00:00,102900011035078,Red Pepper (2),Aquatic Tuberous Vegetables,28,151.000,18.144444444444446,1.289973496066241,70.0
2021-05-01 00:00:00,2020-01-01 00:00:00,102900011035078,Red Pepper (2),Flower/Leaf Vegetables,30,744.000,5.743814814814815,0.16539914990071378,72.2
2021-09-01 00:00:00,2020-01-01 00:00:00,102900011035078,Paopaojiao (Jingpin),Flower/Leaf Vegetables,28,228.000,6.617400000000001,7.376052727994415,59.6
2021-12-01 00:00:00,2021-01-01 00:00:00,102900005115793,Chinese Cabbage,Edible Mushroom,30,140.938,1.8462500000000002,1.6216132799251584,61.2
2022-06-01 00:00:00,2021-01-01 00:00:00,102900005115793,Niushou Youcai,Edible Mushroom,12,5.120,2.4300333333333333,3.4988805698630583,56.2
2022-09-01 00:00:00,2021-01-01 00:00:00,102900011030103,Niushou Youcai,Flower/Leaf Vegetables,25,39.835,2.932161290322581,5.021310198905896,80.9
2022-11-01 00:00:00,2021-01-01 00:00:00,102900005116233,Niushou Youcai,Flower/Leaf Vegetables,9,29.872,4.994433333333333,1.948496318898731,75.1
2023-05-01 00:00:00,2021-01-01 00:00:00,102900005116509,Niushou Youcai,Flower/Leaf Vegetables,26,71.558,7.118333333333334,5.030061413212532,95.3
2020-07-01 00:00:00,2022-01-01 00:00:00,102900005116509,Haixian Mushroom (Bag) (3),Flower/Leaf Vegetables,31,379.966,6.371548387096774,3.905940411657515,47.4
2021-07-01 00:00:00,2022-01-01 00:00:00,102900005116509,Net Lotus Root (1),Capsicum,29,464.774,5.096774193548387,2.7830514755910416,71.9
2021-09-01 00:00:00,2023-01-01 00:00:00,102900005116509,Net Lotus Root (1),Capsicum,31,123.243,4.894736842105263,22.926902475974753,43.2
2022-05-01 00:00:00,2021-01-01 00:00:00,102900005116257,Net Lotus Root (1),Aquatic Tuberous Vegetables,19,238.104,5.096774193548387,18.26054373853962,71.8
2020-09-01 00:00:00,2022-01-01 00:00:00,102900005116257,Eggplant (2),Aquatic Tuberous Vegetables,10,167.000,2.8823529411764706,2.5947556047296363,56.2
2022-10-01 00:00:00,2022-01-01 00:00:00,102900005116943,Eggplant (2),Edible Mushroom,29,42.578,0.29083333333333333,7.020845592327825,77.5
2023-01-01 00:00:00,2022-01-01 00:00:00,102900005116943,Red Hang Pepper,Edible Mushroom,31,126.182,15.384615384615385,17.393029194265864,38.1
2023-04-01 00:00:00,2022-01-01 00:00:00,102900005116943,Red Hang Pepper,Edible Mushroom,18,22.194,2.5,1.9850755846876658,68.9
2023-06-01 00:00:00,2022-01-01 00:00:00,102900011008133,Red Hang Pepper,Edible Mushroom,27,107.655,7.62962962962963,0.5500028282755562,0.0
2022-08-01 00:00:00,2022-01-01 00:00:00,102900011009444,Siguajian,Aquatic Tuberous Vegetables,20,124.962,7.592592592592593,2.0816659994661326,69.8
2021-06-01 00:00:00,2022-01-01 00:00:00,102900011029299,Dalong Eggplant,Flower/Leaf Vegetables,14,94.919,4.137931034482759,3.3443794565778315,87.6
2021-10-01 00:00:00,2022-01-01 00:00:00,102900005115885,Purple Screw Pepper,Flower/Leaf Vegetables,31,168.888,4.5,0.674199862463242,61.0
2023-03-01 00:00:00,2023-01-01 00:00:00,102900005115885,Niushou Shengcai,Capsicum,15,794.002,11.63355172413793,6.824938624928619,46.0
2021-05-01 00:00:00,2022-01-01 00:00:00,102900005115977,Needle Mushroom (1),Capsicum,31,131.754,2.91615,3.9332234534027783,22.6
2021-06-01 00:00:00,2023-01-01 00:00:00,102900005115977,Needle Mushroom (1),Capsicum,30,309.937,1.3621785714285715,1.4185876271538458,46.2
2021-07-01 00:00:00,2020-01-01 00:00:00,102900005115977,Needle Mushroom (1),Solanum,8,1127.664,2.795526315789474,0.9662426823434503,71.7
2022-02-01 00:00:00,2023-01-01 00:00:00,102900011000328,Wawacai,Solanum,31,130.423,12.319645161290323,1.3218887833948152,52.1
2021-03-01 00:00:00,2021-01-01 00:00:00,102900011000328,Chinese Cabbage,Capsicum,27,159.646,0.8836086956521739,2.1607994498253627,38.2
2021-04-01 00:00:00,2021-01-01 00:00:00,102900011000328,Chinese Cabbage,Capsicum,31,52.200,0.292,0.3387007036701675,42.4
2021-07-01 00:00:00,2022-01-01 00:00:00,102900005115960,7 Colour Pepper (1),Capsicum,1,89.096,1.0180740740740741,2.403570995660997,46.0
2022-10-01 00:00:00,2022-01-01 00:00:00,102900005115960,7 Colour Pepper (1),Flower/Leaf Vegetables,21,13.851,1.0354,5.026764818635532,51.3
2022-11-01 00:00:00,2021-01-01 00:00:00,102900005117209,Panax Notoginseng,Solanum,6,191.157,0.7742,2.093320210247725,53.2
2023-01-01 00:00:00,2021-01-01 00:00:00,102900005117209,Panax Notoginseng,Capsicum,30,205.000,3.340333333333333,0.7661960900531263,84.7
2023-03-01 00:00:00,2021-01-01 00:00:00,102900011002414,Panax Notoginseng,Flower/Leaf Vegetables,4,120.000,10.1936,2.166350806936275,72.0
2022-08-01 00:00:00,2022-01-01 00:00:00,102900011002414,Cabbage Stem (Bag),Flower/Leaf Vegetables,26,18.000,4.2578000000000005,4.698698270431837,62.8
2021-03-01 00:00:00,2023-01-01 00:00:00,102900011002414,Cabbage Stem (Bag),Edible Mushroom,31,219.099,7.422470588235294,0.6088497903372193,45.2
2021-04-01 00:00:00,2022-01-01 00:00:00,102900011034231,White Caitai,Capsicum,2,199.000,4.4388,0.0,60.0
2022-03-01 00:00:00,2022-01-01 00:00:00,102900011034231,Radish Leaves,Capsicum,2,267.000,3.472741935483871,0.7108332556787965,78.7
2021-03-01 00:00:00,2022-01-01 00:00:00,102900005116790,Radish Leaves,Capsicum,31,112.652,4.462928571428572,0.7158110641308668,61.2
2021-07-01 00:00:00,2020-01-01 00:00:00,102900011018095,Hongshujian,Capsicum,31,111.538,3.1639666666666666,0.4722751669666036,66.8
2020-10-01 00:00:00,2021-01-01 00:00:00,102900011018095,Hongshujian,Flower/Leaf Vegetables,12,100.727,5.448,1.5361462828451105,76.8
2021-05-01 00:00:00,2021-01-01 00:00:00,102900051004294,Fresh Black Fungus (1),Flower/Leaf Vegetables,16,18.000,26.46673333333333,10.294519690998056,57.1
2022-05-01 00:00:00,2022-01-01 00:00:00,102900051004294,Fresh Black Fungus (1),Capsicum,9,200.590,8.380952380952381,4.416729763801676,29.1
2020-07-01 00:00:00,2020-01-01 00:00:00,102900051004294,Hua Eggplant,Capsicum,3,27.026,2.7253548387096775,4.168965547151155,105.8
2022-05-01 00:00:00,2023-01-01 00:00:00,106956146480203,Honghu Lotus Root,Flower/Leaf Vegetables,17,63.169,1.5154,6.3962029958957585,28.7
2022-06-01 00:00:00,2020-01-01 00:00:00,102900005116714,Honghu Lotus Root,Flower/Leaf Vegetables,31,192.464,1.2675769230769232,4.157481112404481,58.8
2022-01-01 00:00:00,2021-01-01 00:00:00,102900005122654,Honghu Lotus Root,Flower/Leaf Vegetables,29,311.019,1.1324615384615384,1.8611765233903825,83.3
2023-02-01 00:00:00,2020-01-01 00:00:00,102900011001219,Broccoli,Flower/Leaf Vegetables,10,16.419,3.75,2.9498259198928936,110.5
2020-09-01 00:00:00,2022-01-01 00:00:00,102900011032206,Yunnan Lettuces,Flower/Leaf Vegetables,31,74.549,1.4761904761904763,1.1561327475186651,65.0
2020-10-01 00:00:00,2021-01-01 00:00:00,102900011032206,Yunnan Lettuces,Edible Mushroom,29,549.000,1.625,2.186205921987527,46.7
2021-01-01 00:00:00,2021-01-01 00:00:00,102900011032206,Yunnan Lettuces,Edible Mushroom,2,71.000,3.392857142857143,10.78937605313083,41.0
2020-09-01 00:00:00,2020-01-01 00:00:00,102900011032367,Yunnan Lettuces,Edible Mushroom,25,33.000,0.8151666666666667,1.5130128464842505,65.9
2021-07-01 00:00:00,2020-01-01 00:00:00,102900005123880,Yunnan Shengcai,Solanum,28,517.000,7.774193548387097,1.1184191333729663,64.3
2020-10-01 00:00:00,2021-01-01 00:00:00,102900005123880,Yunnan Shengcai,Solanum,4,151.000,7.5,5.5330296598511,45.4
2022-09-01 00:00:00,2022-01-01 00:00:00,102900011001561,Yunnan Shengcai,Solanum,3,496.757,2.5,3.8560202794334857,73.2
2023-01-01 00:00:00,2022-01-01 00:00:00,102900005125808,Muercai,Solanum,30,154.220,10.321428571428571,5.2890760493600375,20.2
2022-12-01 00:00:00,2021-01-01 00:00:00,102900005125808,Muercai,Flower/Leaf Vegetables,23,39.469,1.8888888888888888,6.783688451914908,54.3
2022-06-01 00:00:00,2021-01-01 00:00:00,102900011001691,Muercai,Flower/Leaf Vegetables,31,33.931,3.0344827586206895,5.975672519991073,94.1
2022-10-01 00:00:00,2021-01-01 00:00:00,102900011001691,Muercai,Flower/Leaf Vegetables,17,15.335,4.318181818181818,0.8185079685767609,29.9
2020-10-01 00:00:00,2022-01-01 00:00:00,102900011001806,Broccoli,Flower/Leaf Vegetables,6,2.042,1.6363636363636365,0.4971304884843064,34.9
2021-03-01 00:00:00,2021-01-01 00:00:00,102900011001806,Wuhu Green Pepper (1),Flower/Leaf Vegetables,19,57.841,4.074275862068966,0.4156349620188629,59.6
2021-10-01 00:00:00,2021-01-01 00:00:00,102900011001806,Xixia Black Mushroom (1),Aquatic Tuberous Vegetables,2,5.682,12.657,0.08261839988767636,54.3
2022-03-01 00:00:00,2020-01-01 00:00:00,102900011001806,Naibaicai,Edible Mushroom,28,138.576,19.684161290322578,1.0826981382734013,75.2
2020-11-01 00:00:00,2021-01-01 00:00:00,102900011007969,Naibaicai,Capsicum,11,21.461,7.07051724137931,0.4457909212338733,41.8
2023-01-01 00:00:00,2022-01-01 00:00:00,102900011030110,Agaricus Bisporus (Bag),Capsicum,11,29.193,2.649142857142857,2.76735006737534,36.1
2022-04-01 00:00:00,2020-01-01 00:00:00,102900011030110,Xiaozhoupi (Bag),Capsicum,25,14.867,4.207193548387097,2.7481131041740867,42.9
2022-10-01 00:00:00,2022-01-01 00:00:00,102900011032237,Xiaozhoupi (Bag),Edible Mushroom,20,4.923,6.140230769230769,3.3472501456985237,35.3
2023-06-01 00:00:00,2022-01-01 00:00:00,102900011032237,Xiaozhoupi (Bag),Flower/Leaf Vegetables,11,482.142,3.7285714285714286,1.1313297860416889,64.1
2022-10-01 00:00:00,2020-01-01 00:00:00,102900011032237,Xiaozhoupi (Bag),Flower/Leaf Vegetables,31,105.006,4.949777777777778,4.22478170889395,62.1
2022-11-01 00:00:00,2022-01-01 00:00:00,102900005115823,Amaranth,Aquatic Tuberous Vegetables,1,520.325,0.9234000000000001,1.186274157524977,65.1
